ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,total_num_kids,Dt_Customer_datetime,total_days_enlisted,total_campaigns_accepted,age,total_spent,age_group
9220,1971,Bachelors,Single,91700,0,0,17-01-2013,58,576,172,961,125,115,19,1,8,6,5,3,0,0,0,0,0,0,0,2013-01-17,528,0,43,1968,40s
9888,1969,Bachelors,Together,68695,0,0,25-06-2014,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,0,2014-06-25,4,0,45,1091,40s
5263,1977,2n Cycle,Married,31056,1,0,22-01-2013,99,5,10,13,3,8,16,1,1,0,3,8,0,0,0,0,0,0,1,2013-01-22,523,0,37,55,30s
1020,1973,Bachelors,Married,79593,0,0,12-05-2014,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,0,2014-05-12,48,1,41,1366,40s
9503,1980,Bachelors,Single,28071,0,0,29-08-2012,65,39,33,130,41,26,44,2,5,1,5,8,0,0,0,0,0,0,0,2012-08-29,669,0,34,313,30s
10613,1958,PhD,Together,37334,1,1,26-02-2014,44,26,1,16,2,2,15,4,3,0,4,4,0,0,0,0,0,0,2,2014-02-26,123,0,56,62,50s
67,1972,Master,Single,46423,1,1,18-09-2013,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,2,2013-09-18,284,0,42,92,40s
6019,1971,PhD,Married,37126,1,0,30-03-2014,9,45,3,9,4,4,7,1,1,2,2,6,1,0,0,0,0,0,1,2014-03-30,91,1,43,72,40s
5863,1953,Bachelors,Married,47703,0,1,29-05-2013,95,359,0,134,13,26,123,4,6,3,8,5,0,0,0,0,0,0,1,2013-05-29,396,0,61,655,60+
3717,1959,Bachelors,Married,61180,0,1,23-04-2014,70,403,24,29,6,24,218,2,5,5,6,3,1,0,0,0,0,0,1,2014-04-23,67,1,55,704,50s
6730,1954,Bachelors,Married,38998,1,1,03-11-2012,92,34,1,14,0,0,5,3,2,0,3,8,0,0,0,0,0,1,2,2012-11-03,603,0,60,54,60+
10749,1991,Bachelors,Single,8028,0,0,18-09-2012,62,73,18,66,7,12,2,15,0,1,0,19,0,0,0,0,0,0,0,2012-09-18,649,0,23,178,under 30
4998,1962,Bachelors,Together,76081,0,0,23-05-2014,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,0,2014-05-23,37,1,52,1033,50s
6287,1986,Bachelors,Together,34728,1,0,30-07-2013,2,14,0,16,0,0,6,1,1,1,2,6,0,0,0,0,0,0,1,2013-07-30,334,0,28,36,under 30
5985,1965,Master,Single,33168,0,1,13-10-2012,0,80,1,37,0,1,3,3,2,1,4,7,0,0,0,0,0,0,1,2012-10-13,624,0,49,122,40s
4754,1966,Master,Married,33585,0,1,25-09-2013,91,30,11,33,13,6,29,1,2,0,4,4,0,0,0,0,0,0,1,2013-09-25,277,0,48,122,40s
4002,1960,PhD,Married,77037,0,1,13-10-2013,3,463,96,333,168,53,10,1,7,7,12,3,0,0,0,0,0,0,1,2013-10-13,259,0,54,1123,50s
8870,1984,Bachelors,Together,35196,1,0,13-11-2012,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,1,2012-11-13,593,0,30,497,30s
966,1966,Bachelors,Married,44529,0,1,05-07-2013,98,538,13,91,17,6,26,6,6,2,11,5,0,1,0,0,0,0,1,2013-07-05,359,1,48,691,40s
4767,1965,2n Cycle,Married,70924,0,0,07-04-2014,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,0,2014-04-07,83,1,49,1363,40s
9725,1966,PhD,Together,28764,1,1,05-06-2014,16,8,0,3,0,0,1,1,1,0,2,8,1,0,0,0,0,0,2,2014-06-05,24,1,48,12,40s
4475,1949,PhD,Married,69098,0,0,16-02-2013,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,0,0,0,0,0,2013-02-16,498,0,65,2440,60+
5740,1970,2n Cycle,Divorced,25959,1,1,14-02-2013,1,4,2,12,7,5,26,2,1,2,2,6,0,0,0,0,0,0,2,2013-02-14,500,0,44,56,40s
5731,1983,Master,Married,27100,1,0,05-04-2013,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,1,2013-04-05,450,0,31,37,30s
7290,1985,Bachelors,Single,70596,0,0,05-10-2012,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,2012-10-05,632,0,29,968,under 30
3846,1974,Bachelors,Married,42557,0,1,29-08-2012,98,192,5,53,0,5,15,4,6,1,4,8,0,0,0,0,0,0,1,2012-08-29,669,0,40,270,40s
8104,1951,PhD,Married,53312,0,0,09-08-2013,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,0,2013-08-09,324,0,63,278,60+
4507,1952,Bachelors,Single,72228,0,0,27-11-2012,87,631,28,491,30,14,56,1,6,7,8,3,0,0,0,0,0,0,0,2012-11-27,579,0,62,1250,60+
11013,1987,Bachelors,Together,67605,0,0,31-03-2013,84,336,28,282,184,54,54,1,2,8,6,1,0,0,0,0,0,0,0,2013-03-31,455,0,27,938,under 30
4491,1949,Master,Married,62845,1,1,01-10-2012,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,2,2012-10-01,636,1,65,1178,60+
3759,1958,Bachelors,Together,65196,0,2,25-07-2013,34,743,19,181,12,0,200,2,7,6,11,5,1,0,0,0,0,0,2,2013-07-25,339,1,56,1155,50s
1162,1987,PhD,Single,42000,0,0,10-01-2013,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,0,2013-01-10,535,0,27,653,under 30
2055,1973,PhD,Divorced,35860,1,1,19-05-2014,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,2,2014-05-19,41,1,41,49,40s
10766,1964,PhD,Married,65526,0,1,11-04-2014,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,1,2014-04-11,79,0,50,506,50s
4415,1961,Bachelors,Married,16860,1,1,12-09-2012,19,10,4,4,3,3,14,3,1,1,3,7,0,0,0,0,0,0,2,2012-09-12,655,0,53,38,50s
3005,1992,Bachelors,Single,83528,0,0,01-05-2014,7,530,117,678,134,44,147,1,4,10,8,1,1,0,0,1,0,0,0,2014-05-01,59,2,22,1650,under 30
2223,1965,2n Cycle,Divorced,64176,0,1,03-08-2012,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,1,2012-08-03,695,0,49,1826,40s
4817,1956,Bachelors,Divorced,22304,0,0,04-08-2012,91,3,2,7,0,4,2,1,1,0,2,8,0,0,0,0,0,0,0,2012-08-04,694,0,58,18,50s
2875,1978,Bachelors,Married,67023,0,0,04-03-2014,93,444,44,382,11,8,17,1,3,7,13,2,0,0,0,0,0,1,0,2014-03-04,117,0,36,906,30s
10536,1971,PhD,Together,32892,1,0,25-05-2014,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,1,2014-05-25,35,0,43,46,40s
11112,1966,Bachelors,Together,70713,0,1,03-12-2012,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,1,2012-12-03,573,0,48,1477,40s
3807,1955,Bachelors,Together,59925,0,1,30-11-2012,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,1,2012-11-30,576,0,59,766,50s
9197,1953,Bachelors,Married,39722,0,1,24-02-2014,92,32,0,5,2,0,8,2,2,0,3,5,0,0,0,0,0,0,1,2014-02-24,125,0,61,47,60+
10832,1958,Bachelors,Together,46610,0,0,18-07-2013,4,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,0,2013-07-18,346,0,56,467,50s
6421,1961,Bachelors,Together,88347,0,0,03-07-2013,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,0,2013-07-03,361,1,53,2116,50s
4207,1981,PhD,Married,87171,0,0,01-05-2013,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,0,2013-05-01,424,2,33,1298,30s
577,1976,2n Cycle,Together,26907,1,1,20-08-2013,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,2,2013-08-20,313,0,38,22,30s
10855,1968,Master,Single,50014,1,0,22-01-2014,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,1,2014-01-22,158,0,46,396,40s
3081,1978,PhD,Married,41014,1,0,22-04-2013,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,1,2013-04-22,433,0,36,20,30s
3535,1965,Bachelors,Single,66294,0,0,17-03-2014,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,0,2014-03-17,104,0,49,967,40s
247,1971,Bachelors,Married,36715,1,0,17-11-2012,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,0,1,2012-11-17,589,0,43,357,40s
8707,1956,Bachelors,Married,79456,0,0,22-08-2012,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,0,0,2012-08-22,676,0,58,1401,50s
9523,1982,Bachelors,Together,40479,1,0,17-08-2013,95,5,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,1,2013-08-17,316,0,32,15,30s
6072,1970,Master,Single,75345,0,0,02-02-2013,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,0,0,2013-02-02,512,1,44,2087,40s
6295,1977,Bachelors,Married,54233,0,1,04-02-2013,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,1,2013-02-04,510,0,37,981,30s
10914,1970,Bachelors,Single,24163,1,1,12-10-2013,3,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,2,2013-10-12,260,0,44,17,40s
1509,1958,PhD,Together,84460,0,0,04-01-2013,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,0,0,2013-01-04,541,4,56,523,50s
5577,1983,Bachelors,Together,43776,1,0,03-05-2014,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,1,2014-05-03,57,0,31,23,30s
7348,1958,PhD,Single,71691,0,0,17-03-2014,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,0,2014-03-17,104,0,56,1192,50s
1127,1973,PhD,Married,85844,0,0,29-05-2014,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,0,2014-05-29,31,1,41,1958,40s
1833,1974,PhD,Single,39190,1,0,26-04-2014,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,1,2014-04-26,64,0,40,133,40s
4944,1959,Bachelors,Together,71367,0,0,23-08-2013,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,2013-08-23,310,0,55,777,50s
9080,1972,PhD,Single,38578,1,1,22-06-2013,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,2,2013-06-22,372,0,42,73,40s
6466,1965,PhD,Married,57236,1,1,12-03-2014,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,2,2014-03-12,109,0,49,121,40s
9964,1979,Bachelors,Single,61825,0,1,07-08-2013,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,1,2013-08-07,326,0,35,424,30s
4790,1958,Bachelors,Divorced,79803,0,1,02-06-2014,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,1,2014-06-02,27,0,56,868,50s
10245,1986,2n Cycle,Single,80910,0,0,31-10-2012,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,0,2012-10-31,606,0,28,756,under 30
1109,1982,Master,Together,27590,1,0,23-04-2013,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,1,2013-04-23,432,0,32,12,30s
6001,1979,Bachelors,Married,56775,0,1,02-01-2013,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,1,2013-01-02,543,0,35,937,30s
5538,1975,Bachelors,Divorced,83829,0,0,08-10-2013,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,0,2013-10-08,264,3,39,1862,30s
10552,1979,2n Cycle,Married,54210,0,1,20-05-2013,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,1,2013-05-20,405,0,35,367,30s
1545,1986,Bachelors,Married,38508,1,0,02-08-2013,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,1,2013-08-02,331,0,28,443,under 30
7409,1970,Bachelors,Together,53187,1,0,26-10-2013,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,1,2013-10-26,246,0,44,267,40s
4444,1972,Bachelors,Married,30023,1,0,24-03-2014,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,1,2014-03-24,97,0,42,61,40s
146,1960,PhD,Single,76045,0,0,15-11-2013,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,0,2013-11-15,226,1,54,1323,50s
6271,1952,PhD,Married,50870,0,1,19-06-2014,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,1,2014-06-19,10,0,62,63,60+
10065,1970,2n Cycle,Married,15315,0,0,03-08-2013,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,2013-08-03,330,0,44,64,40s
4741,1974,2n Cycle,Married,65463,1,0,30-01-2014,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,1,2014-01-30,150,1,40,562,40s
246,1965,Bachelors,Married,66480,1,1,31-05-2014,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,2,2014-05-31,29,0,49,312,40s
375,1954,Bachelors,Divorced,76773,0,0,25-02-2013,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,2013-02-25,489,0,60,1156,60+
1524,1983,2n Cycle,Single,81698,0,0,01-03-2013,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,0,2013-03-01,485,1,31,1104,30s
10022,1973,PhD,Single,54466,1,1,09-02-2014,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,2,2014-02-09,140,0,41,16,40s
7451,1960,Master,Single,98777,0,0,17-02-2014,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,2014-02-17,132,1,54,2008,50s
11010,1984,PhD,Single,16269,1,0,30-08-2013,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,1,2013-08-30,303,0,30,44,30s
4356,1971,Bachelors,Together,71819,0,1,28-08-2013,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,1,2013-08-28,305,2,43,1574,40s
3885,1983,PhD,Married,33569,1,0,16-10-2013,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,1,2013-10-16,256,1,31,63,30s
1175,1983,Master,Married,36262,0,0,20-09-2013,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,0,2013-09-20,282,1,31,426,30s
880,1966,High School,Together,22634,0,0,16-01-2013,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,2013-01-16,529,0,48,96,40s
2320,1978,2n Cycle,Married,47025,0,1,12-09-2013,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,1,2013-09-12,290,0,36,635,30s
850,1968,Bachelors,Single,70566,0,1,06-10-2013,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,1,2013-10-06,266,0,46,757,40s
4713,1979,PhD,Married,31605,1,0,22-11-2012,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,1,2012-11-22,584,0,35,125,30s
675,1973,Master,Divorced,52034,1,1,17-05-2013,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,2,2013-05-17,408,0,41,332,40s
5025,1979,Bachelors,Single,48526,1,0,24-12-2013,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,1,2013-12-24,187,0,35,135,30s
2308,1954,Bachelors,Married,46734,0,1,18-11-2012,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,1,2012-11-18,588,0,60,330,60+
5995,1962,Bachelors,Divorced,39552,1,1,18-12-2012,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,2,2012-12-18,558,0,52,384,50s
6749,1966,Bachelors,Single,86358,1,1,08-08-2012,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,2,2012-08-08,690,0,48,1722,40s
1010,1977,Bachelors,Together,46931,2,1,24-04-2014,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,3,2014-04-24,66,0,37,78,30s
8977,1985,High School,Single,16581,0,0,12-01-2013,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,2013-01-12,533,0,29,24,under 30
4756,1952,2n Cycle,Divorced,63998,0,0,20-12-2013,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,0,2013-12-20,191,0,62,1168,60+
3412,1951,Master,Married,67381,0,1,15-01-2013,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,1,2013-01-15,530,1,63,957,60+
606,1967,Bachelors,Single,25930,1,1,10-10-2013,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,2,2013-10-10,262,0,47,15,40s
5961,1978,Bachelors,Married,42693,1,0,07-06-2014,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,1,2014-06-07,22,0,36,57,30s
2975,1976,Bachelors,Together,85606,0,1,12-11-2012,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,1,2012-11-12,594,1,38,1956,30s
2894,1985,Bachelors,Single,72903,0,0,29-10-2013,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,0,2013-10-29,243,3,29,2013,under 30
7613,1974,2n Cycle,Together,49669,1,0,24-05-2014,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,1,2014-05-24,36,0,40,326,40s
10542,1968,PhD,Married,36778,1,1,05-08-2012,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,2,2012-08-05,693,0,46,77,40s
8015,1962,PhD,Divorced,85696,0,0,03-05-2013,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,0,2013-05-03,422,0,52,1313,50s
10617,1989,Master,Divorced,10979,0,0,22-05-2014,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,2014-05-22,38,0,25,30,under 30
11166,1961,Bachelors,Married,49678,0,1,02-02-2013,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,1,2013-02-02,512,0,53,315,50s
849,1953,Master,Together,56129,0,1,20-06-2013,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,1,2013-06-20,374,0,61,660,60+
523,1989,Bachelors,Married,37155,1,0,31-01-2013,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,1,2013-01-31,514,0,25,74,under 30
4066,1978,2n Cycle,Divorced,21282,1,0,11-05-2014,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,1,2014-05-11,49,0,36,46,30s
8414,1962,PhD,Single,33419,0,1,17-08-2013,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,1,2013-08-17,316,0,52,86,50s
819,1945,Bachelors,Widow,63285,0,0,05-11-2013,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,2013-11-05,236,0,69,1103,60+
4961,1974,Master,Together,21255,1,0,21-01-2014,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,1,2014-01-21,159,0,40,61,40s
749,1981,Bachelors,Together,42162,1,0,19-11-2013,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,2013-11-19,222,1,33,145,30s
5430,1956,Bachelors,Together,54450,1,1,14-09-2012,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,2,2012-09-14,653,0,58,684,50s
7755,1954,PhD,Married,57744,0,1,12-11-2013,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,1,2013-11-12,229,0,60,411,60+
10525,1986,Bachelors,Single,26576,1,0,13-10-2012,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,2012-10-13,624,1,28,27,under 30
1453,1943,PhD,Widow,57513,0,0,06-07-2013,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,2013-07-06,358,0,71,1060,60+
8310,1964,Bachelors,Together,68142,0,1,29-08-2012,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,1,2012-08-29,669,0,50,1459,50s
10710,1979,Bachelors,Married,7500,0,1,29-08-2012,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,1,2012-08-29,669,0,35,18,30s
5031,1974,Bachelors,Together,83145,0,0,22-09-2012,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,0,2012-09-22,645,1,40,1833,40s
2613,1960,Master,Married,54197,0,1,03-04-2014,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,1,2014-04-03,87,0,54,237,50s
213,1963,PhD,Single,23091,1,1,28-05-2014,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,2,2014-05-28,32,0,51,48,50s
967,1976,Bachelors,Married,46049,1,1,21-07-2013,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,2,2013-07-21,343,0,38,515,30s
1077,1974,Bachelors,Together,56715,0,0,05-12-2012,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,2012-12-05,571,0,40,1020,40s
7959,1961,Bachelors,Married,79410,0,0,29-05-2014,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,2014-05-29,31,0,53,1370,50s
640,1951,Bachelors,Married,57304,0,1,11-03-2013,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,1,2013-03-11,475,0,63,1026,60+
4252,1965,Bachelors,Married,44375,0,1,23-03-2014,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,1,2014-03-23,98,0,49,301,40s
8432,1956,Bachelors,Together,54450,1,1,14-09-2012,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,2,2012-09-14,653,0,58,684,50s
6218,1965,Bachelors,Married,59594,0,1,20-10-2012,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,1,2012-10-20,617,1,49,499,40s
6905,1994,Bachelors,Together,80685,0,0,22-08-2012,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,2012-08-22,676,0,20,1004,under 30
5922,1974,PhD,Married,40344,0,1,13-10-2013,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,1,2013-10-13,259,0,40,218,40s
3598,1972,Bachelors,Married,62710,0,1,23-05-2013,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,1,2013-05-23,402,0,42,606,40s
6116,1968,2n Cycle,Married,48985,0,1,05-07-2013,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,1,2013-07-05,359,0,46,75,40s
6263,1968,Bachelors,Together,35322,1,2,22-08-2012,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,3,2012-08-22,676,0,46,106,40s
10486,1948,Bachelors,Married,77142,0,0,29-05-2013,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,2013-05-29,396,0,66,990,60+
2410,1969,Bachelors,Single,81657,0,0,22-01-2014,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,2014-01-22,158,0,45,1097,40s
193,1996,High School,Married,14421,0,0,17-02-2014,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,2014-02-17,132,1,18,16,under 30
3363,1974,2n Cycle,Married,20130,0,0,17-03-2014,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,2014-03-17,104,0,40,34,40s
8278,1990,PhD,Married,74214,0,0,26-08-2012,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,2012-08-26,672,0,24,1711,under 30
10660,1957,Master,Married,66726,1,1,12-01-2014,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,2,2014-01-12,168,1,57,438,50s
8686,1979,High School,Together,23724,1,0,08-01-2013,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,1,2013-01-08,537,0,35,75,30s
1604,1960,Master,Married,47353,0,1,13-11-2013,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,1,2013-11-13,228,0,54,225,50s
5907,1952,Master,Married,33444,1,1,03-11-2012,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,2,2012-11-03,603,0,62,18,60+
10669,1981,Bachelors,Married,54386,0,1,17-05-2013,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,1,2013-05-17,408,0,33,470,30s
2918,1981,Bachelors,Divorced,28510,1,1,13-04-2013,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,2,2013-04-13,442,0,33,91,30s
5735,1991,Master,Single,90638,0,0,13-02-2014,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,2014-02-13,136,1,23,2525,under 30
359,1950,Bachelors,Together,48070,0,1,13-01-2013,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,1,2013-01-13,532,0,64,504,60+
8387,1957,Bachelors,Married,43140,0,1,05-01-2013,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,1,2013-01-05,540,0,57,235,50s
1829,1961,PhD,Divorced,54959,0,1,19-01-2013,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,2013-01-19,526,1,53,1232,50s
3839,1958,High School,Single,15056,1,1,03-05-2013,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,2,2013-05-03,422,0,56,88,50s
9392,1971,Bachelors,Single,26954,1,0,08-05-2014,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,1,2014-05-08,52,0,43,17,40s
2292,1985,Bachelors,Single,22327,1,0,02-08-2013,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,1,2013-08-02,331,0,29,24,under 30
10466,1965,Bachelors,Married,44393,1,1,22-08-2013,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,2,2013-08-22,311,0,49,60,40s
9855,1952,PhD,Single,62000,0,1,25-08-2013,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,1,2013-08-25,308,1,62,1020,60+
4088,1962,PhD,Together,31497,0,1,06-12-2012,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,1,2012-12-06,570,0,52,155,50s
5231,1974,2n Cycle,Married,45894,0,2,27-02-2014,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,2,2014-02-27,122,0,40,51,40s
590,1970,Master,Divorced,78579,0,0,22-12-2012,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,0,2012-12-22,554,0,44,1812,40s
8732,1969,Master,Widow,67369,0,1,17-11-2012,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,2012-11-17,589,2,45,1461,40s
2315,1960,Bachelors,Divorced,58401,0,1,20-04-2014,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,1,2014-04-20,70,0,54,96,50s
